ID,sex,owngun,race,marital,relig,attend3,partyid,degree,cappun,homosex2,premarsx2,grass,gunlaw,vote08,divlaw,getahead,natroad,natsci,eqwlth,age
1011,1,,1,5,1,3,4,4,1,,0,,,2,3,,2,3,4,25
1636,2,2,1,3,1,2,7,4,1,,1,,1,1,2,2,2,2,,67
989,2,2,1,1,4,1,6,2,1,,,1,1,1,,1,1,3,3,39
1528,2,2,1,5,1,2,3,2,1,0,0,,1,1,2,1,1,1,,53
1381,2,1,1,5,2,1,4,2,1,1,,2,1,1,,1,1,2,6,59
790,1,1,1,1,1,3,6,4,1,1,0,,2,1,2,1,1,1,,51
794,2,2,3,1,6,1,3,4,,,,,1,2,,2,2,2,1,36
371,2,2,1,3,2,1,3,2,,0,1,,1,2,3,1,2,2,,60
170,1,2,1,1,1,1,2,5,2,0,,1,1,2,,3,1,2,2,40
1042,1,,1,1,1,3,3,4,1,,0,1,,1,3,,1,2,1,58
1113,1,1,1,1,1,3,7,4,1,1,,2,1,1,,1,1,2,7,30
1000,1,2,1,4,2,1,4,3,1,0,,1,1,1,,1,2,2,4,56
677,2,2,1,5,4,1,3,2,2,0,,2,1,2,,1,,,4,23
168,2,2,3,5,2,3,4,4,,0,,1,1,1,,1,2,2,4,28
178,1,2,1,3,1,3,,5,2,0,,1,1,2,,3,2,1,2,67
1480,1,1,1,1,2,2,5,5,2,0,1,,1,1,,1,2,,,37
165,1,,1,1,3,1,6,2,1,,1,1,,1,3,,3,2,1,62
774,2,2,1,3,1,3,7,2,1,1,,1,1,1,,1,1,1,7,66
1768,2,1,1,1,1,2,7,2,2,1,0,,2,1,1,1,2,1,,70
424,2,2,1,5,4,1,3,4,1,0,,1,1,1,,1,2,1,3,48
997,2,1,1,1,1,1,7,2,1,1,0,,2,1,2,1,2,3,,32
1503,1,1,3,1,1,2,4,5,1,1,0,,2,1,2,1,2,1,,39
139,2,,3,1,4,2,4,4,1,,1,2,,2,,,2,1,5,49
612,2,1,1,2,1,1,7,2,1,1,1,,1,1,2,1,1,3,,64
981,1,,1,1,11,1,4,2,1,,1,1,,1,2,,1,2,7,29
108,2,2,1,3,1,3,6,2,1,1,0,,2,1,2,2,1,3,,55
1193,1,,1,5,2,2,6,4,1,,0,1,,1,1,,3,2,6,24
659,1,,1,3,2,1,1,5,2,,1,1,,1,1,,1,2,2,54
1290,1,2,2,5,9,1,2,2,1,1,0,,1,1,1,1,1,2,,41
1727,2,1,1,1,1,3,7,4,1,1,,2,1,1,,1,2,2,7,48
143,1,,1,3,1,2,5,4,1,,1,2,,1,2,,1,1,4,73
1314,2,1,1,5,4,1,1,5,2,0,0,,1,1,3,2,1,2,,37
377,2,2,1,1,2,1,1,2,1,0,1,,1,1,1,1,,,,63
1649,1,2,1,5,4,1,,3,1,0,1,,1,1,3,1,2,1,,27
1605,1,2,1,3,2,2,6,2,2,1,,2,1,1,,2,1,2,7,82
1037,1,,1,4,4,1,2,4,2,,1,1,,1,1,,1,1,2,40
673,2,2,1,3,4,1,1,4,2,0,1,,1,1,3,2,2,2,,39
748,1,,1,5,2,3,2,2,1,,0,2,,1,1,,3,3,7,22
280,2,2,1,1,4,1,2,4,2,0,,2,1,,,2,2,1,4,41
1145,2,2,2,5,1,3,6,2,1,1,0,,1,1,3,1,2,2,,38
1141,2,2,2,1,1,2,4,3,2,1,0,,1,1,2,1,2,2,,39
893,2,,1,1,2,3,7,4,2,,0,2,,1,3,,3,2,7,42
573,1,,1,3,3,2,3,5,1,,1,1,,1,1,,1,1,4,84
274,1,,1,1,4,1,1,3,2,,0,1,,1,3,,2,1,2,59
965,2,1,1,1,2,2,7,4,1,0,0,,1,1,2,1,2,1,,31
706,1,1,1,1,2,2,7,4,1,0,,1,2,1,,1,1,2,7,52
1850,2,,1,1,2,3,7,4,1,,0,1,,1,,,2,1,7,39
1912,2,,1,4,1,3,3,2,1,,1,1,,2,1,,2,,1,24
418,2,,1,1,1,3,4,2,1,,0,2,,2,2,,1,2,4,54
451,1,,1,1,3,1,2,5,2,,1,1,,1,3,,2,2,2,41
1708,2,2,1,3,1,2,7,2,,1,0,,1,1,2,1,1,,,71
90,1,,3,1,1,3,4,2,2,,0,2,,2,1,,1,2,1,32
614,1,,1,3,2,3,3,3,,,1,1,,1,1,,1,3,4,63
636,2,1,1,1,1,3,6,3,2,1,,2,1,2,,1,2,2,6,32
1028,1,,1,5,2,2,5,4,2,,1,,,1,3,,1,1,3,22
459,1,2,3,5,2,1,2,3,1,1,,,1,2,,2,,1,5,39
330,1,,1,5,2,1,,4,1,,1,1,,1,1,,1,1,6,27
350,1,2,3,5,4,1,3,5,2,0,,1,2,,,1,1,1,3,26
907,2,2,1,5,4,1,2,5,2,0,,1,1,1,,1,2,2,6,50
1185,2,1,1,1,1,3,5,4,1,1,,2,2,1,,1,2,2,7,63
1272,2,,2,5,1,3,2,5,2,,0,2,,1,2,,1,2,1,37
477,2,2,1,5,1,1,4,2,1,0,1,,1,1,2,2,1,2,,44
1793,2,2,1,3,11,1,5,4,1,0,,,1,1,,1,2,2,4,31
1099,1,1,1,3,2,1,7,5,1,1,,,2,1,3,1,2,2,,78
346,1,2,1,1,2,2,3,3,1,1,,,1,1,,2,1,,1,61
1399,2,,1,1,3,1,2,5,2,,1,1,,1,3,,1,1,1,45
1076,1,2,1,5,1,2,1,5,2,0,,1,1,1,,2,1,1,3,30
1336,1,1,1,1,1,1,6,2,1,1,1,,1,1,1,2,2,1,,62
1544,2,,3,5,2,3,6,2,1,,0,1,,1,1,,2,1,3,26
1144,2,,1,1,1,3,6,4,,,0,2,,1,2,,2,2,6,43
1350,1,1,1,1,1,2,,2,1,,,,2,1,,1,3,2,7,63
1295,2,2,2,2,1,1,1,2,,,,1,1,1,,1,1,1,1,72
700,1,2,1,3,4,1,,3,1,0,1,,2,2,1,2,3,2,,55
361,2,2,1,2,1,2,2,2,1,0,,2,1,1,,1,1,1,4,85
525,1,2,1,5,1,2,2,2,,0,1,,1,1,2,2,2,2,,30
1387,2,1,1,1,1,3,6,5,2,1,,2,1,1,,1,2,1,5,46
357,2,2,1,1,1,3,5,5,2,1,,2,1,1,,1,1,2,4,39
575,2,2,2,3,1,3,1,3,1,1,0,,1,1,1,1,2,2,,79
1461,1,,1,1,1,3,6,4,1,,1,2,,1,2,,1,2,7,39
953,2,2,1,4,4,2,1,5,2,0,,1,2,1,,1,3,1,1,47
1063,1,,1,5,4,1,3,5,2,,0,1,,1,,,1,1,1,64
783,1,2,1,1,2,3,5,3,2,1,0,,1,1,2,,2,2,,87
1068,1,2,2,3,1,3,1,2,2,1,,2,1,1,,1,2,1,1,51
120,2,2,1,2,2,2,4,3,1,,0,,1,1,,1,1,,,69
291,2,,2,4,1,3,1,3,2,,0,2,,2,1,,2,3,1,36
1103,1,2,1,5,1,1,4,4,,0,,,1,1,,1,1,2,5,32
1222,2,2,1,1,1,3,1,5,1,0,,1,1,1,,1,1,1,1,67
1179,1,3,1,1,4,1,5,3,1,1,0,,2,1,,2,2,3,,68
307,1,2,1,1,4,1,1,5,2,0,1,,2,1,1,1,2,3,,46
1767,1,1,1,1,4,1,2,2,1,1,0,,2,1,2,1,2,,,65
978,2,1,1,1,1,3,7,2,1,1,,1,2,1,,3,2,,7,38
1542,2,2,1,1,2,3,4,2,1,0,0,,2,2,2,2,2,2,,29
685,2,2,3,1,2,3,4,2,1,1,0,,1,2,2,1,2,,,43
1485,2,,1,5,1,2,7,4,1,1,0,,2,1,2,1,1,3,,45
55,1,2,1,1,3,2,3,5,1,0,,1,1,1,,2,1,1,3,46
1117,1,1,1,3,4,1,1,5,2,0,1,,1,1,1,2,1,1,,53
1224,2,,1,1,11,1,3,2,1,,1,1,,1,1,,2,1,4,40
1589,2,,1,3,1,2,6,2,1,,1,1,,1,1,,2,3,5,25
1200,2,2,1,2,2,2,1,3,,1,0,,1,2,2,1,2,2,,64
106,1,2,3,5,2,1,6,5,1,0,1,,2,1,3,2,2,1,,26
686,2,2,3,4,2,3,1,4,2,1,,2,1,2,,1,3,2,3,57
1547,1,,1,5,1,1,3,2,1,,0,1,,1,3,,1,2,2,24
397,1,,3,3,5,2,5,4,1,,1,2,,1,3,,1,1,7,55
1749,2,1,1,3,11,2,6,2,1,0,,,1,2,,1,1,2,4,32
1740,2,,1,3,11,3,6,2,1,,0,2,,1,2,,1,1,4,37
1153,1,2,1,1,1,3,5,3,1,1,0,,2,1,2,1,1,3,,36
637,2,2,1,1,1,1,4,3,,,0,,1,2,2,1,2,,,53
1203,1,1,1,5,1,2,6,2,1,1,0,,1,1,2,2,3,2,,29
608,2,2,1,1,1,3,1,3,1,0,1,,1,1,2,1,2,2,,30
1105,1,,1,2,1,3,2,2,1,,1,2,,1,1,,1,2,3,61
1453,2,1,1,1,2,3,7,4,1,1,0,,1,1,3,1,2,2,,60
147,2,,1,1,2,3,2,2,2,,0,2,,1,1,,2,3,1,61
452,1,2,2,5,4,1,2,2,1,0,,1,1,1,,3,2,2,4,46
1083,2,,1,1,4,1,4,4,,,1,1,,1,2,,1,1,1,33
356,2,,1,4,1,2,4,2,2,,1,1,,1,3,,2,2,4,32
742,1,2,3,1,7,1,3,5,1,1,,2,1,2,,1,2,1,3,31
1259,2,2,2,3,1,1,1,4,1,1,,2,1,1,,1,2,1,4,60
246,1,1,1,5,5,1,3,2,,0,,1,1,1,,2,2,2,6,24
287,2,2,1,2,3,3,6,4,1,1,,1,1,1,,1,2,1,2,65
825,2,1,1,1,1,3,6,4,1,0,1,,1,1,2,1,1,1,,42
832,1,2,2,1,4,2,3,4,1,1,,1,2,1,,1,2,1,1,50
1138,2,2,1,1,1,3,2,4,2,0,,2,1,1,,1,2,2,5,43
741,2,2,1,1,2,3,2,4,2,0,0,,1,2,2,1,2,2,,29
462,2,,1,3,1,1,3,4,2,,1,1,,1,3,,2,1,1,57
313,1,1,1,1,1,2,4,5,1,0,,1,1,1,,1,2,1,4,63
1223,1,1,1,1,2,1,6,4,1,1,0,,2,1,2,1,1,2,,88
46,2,,1,1,3,1,2,4,1,,0,1,,1,2,,1,1,4,73
173,2,2,3,5,4,1,4,2,2,0,,1,2,,,1,2,1,5,21
1452,2,2,1,3,1,3,6,2,,1,,2,1,1,,2,2,1,4,85
1713,2,2,1,1,5,1,2,3,1,0,1,,1,1,1,2,2,1,,49
1615,1,,3,3,4,1,,2,1,,1,1,,2,3,,1,1,7,48
1580,2,1,1,1,2,3,6,4,2,1,0,,2,1,2,1,2,2,,46
1517,2,2,2,5,2,3,1,2,2,,,,1,1,2,1,1,1,,53
693,1,1,1,1,11,3,7,2,1,1,0,,2,1,2,1,1,2,,57
43,2,,1,3,3,1,3,5,1,,1,2,,1,1,,1,1,5,51
586,1,1,2,3,11,2,3,4,1,1,,1,2,1,,3,1,1,2,45
793,2,2,1,1,1,2,3,2,2,,1,,2,1,3,1,3,2,,34
1217,2,3,1,1,11,1,7,3,1,1,1,,2,1,3,1,1,2,,60
715,1,,1,1,4,1,2,2,2,,1,,,1,2,,1,2,3,84
252,2,2,1,1,1,3,2,4,2,1,,2,1,1,,2,2,1,5,53
447,1,1,2,3,1,2,1,2,2,1,1,,1,1,1,1,2,2,,50
137,2,,2,5,1,2,1,2,2,,1,1,,1,1,,1,2,2,36
317,2,1,2,4,4,1,3,4,,0,,,1,1,,1,1,1,4,48
905,1,,1,5,5,1,3,2,1,,1,1,,1,1,,1,1,2,32
1198,1,2,2,5,1,3,1,2,2,1,0,,1,1,1,1,2,2,,29
913,2,2,3,3,1,2,7,3,1,1,,1,1,1,,1,2,1,1,49
1883,2,1,2,1,1,2,1,2,2,0,0,,1,1,1,1,1,,,47
52,2,,3,1,2,3,2,4,2,,0,2,,,1,,2,1,3,42
156,2,,1,2,1,3,2,2,2,,0,2,,1,1,,2,1,3,66
729,1,2,1,5,4,1,2,2,1,0,,2,1,,,1,2,1,5,20
746,2,2,1,2,1,2,4,4,1,0,,1,1,1,,2,2,1,2,64
1521,1,1,1,5,2,1,7,2,1,0,1,,2,1,3,2,1,1,,23
414,2,,1,1,4,1,1,4,2,,1,2,,1,3,,2,2,2,59
1732,2,2,1,1,2,1,2,4,1,0,,1,1,1,,2,1,1,5,71
405,1,2,3,1,2,3,2,4,2,0,,1,2,1,,1,1,2,3,49
1095,2,,2,4,1,3,1,4,2,,0,1,,1,2,,3,1,4,30
187,1,1,1,1,4,1,4,4,,0,1,,1,1,3,1,1,1,,56
1114,2,1,1,1,1,1,7,3,1,1,1,,1,2,2,3,2,2,,32
359,1,2,1,1,4,1,4,4,,0,,1,2,1,,2,1,2,4,35
284,2,2,1,1,2,1,6,2,1,0,1,,1,1,1,1,1,2,,61
1029,1,2,1,5,1,1,4,4,2,0,0,,1,2,2,3,2,3,,60
1201,2,2,1,1,1,2,3,3,1,,,2,1,2,,1,,1,5,41
1854,2,2,1,2,1,3,7,4,2,1,0,,1,1,2,1,1,1,,82
756,2,,1,1,1,3,2,2,1,,0,2,,1,1,,2,2,3,45
1837,1,2,1,5,11,3,1,3,2,0,,1,2,1,,1,3,1,1,36
1288,2,,2,2,2,3,2,5,1,,0,,,1,2,,1,2,4,82
1846,2,,1,5,1,2,2,2,2,,0,2,,1,2,,2,2,3,28
1291,2,1,1,3,1,2,4,2,1,1,,2,2,2,,1,3,1,5,47
125,2,,1,4,2,2,5,5,1,,1,1,,1,3,,1,1,5,66
99,1,2,3,3,4,2,3,4,2,0,1,,1,2,1,1,2,2,,41
492,1,1,2,1,1,2,2,5,1,1,0,,2,1,2,1,2,2,,31
392,1,2,2,5,4,2,1,2,1,0,1,,1,1,3,1,3,2,,23
1758,1,,3,5,2,3,6,5,2,,0,2,,2,2,,2,2,3,32
1421,2,1,1,1,2,2,7,4,1,0,,1,2,1,,1,3,1,7,48
990,2,1,1,1,1,3,5,2,2,1,0,,2,1,3,1,2,1,,23
1132,2,2,2,1,1,3,1,2,2,1,,2,1,1,,1,2,1,5,63
1077,2,1,1,1,1,3,6,4,1,0,1,,1,1,,1,3,3,,51
670,2,,1,5,2,3,1,2,1,,1,1,,1,2,,2,2,1,41
1788,1,2,1,1,1,3,6,4,1,1,0,,1,1,2,3,2,1,,36
267,2,1,1,1,1,3,6,4,1,1,0,,1,1,2,1,1,2,,47
458,1,,1,1,2,3,7,2,1,,0,2,,1,3,,3,3,6,51
592,1,,2,5,4,1,1,3,2,,1,1,,1,2,,1,1,3,29
1088,2,2,1,1,2,1,3,2,1,1,,2,1,2,,1,3,,1,30
1137,2,1,1,1,1,2,6,3,1,1,,1,1,1,,1,1,2,4,27
584,1,,1,1,2,3,7,5,2,,0,2,,1,2,,1,1,5,52
470,2,2,3,1,1,2,2,5,1,1,,1,1,2,,2,1,1,4,48
884,1,1,1,5,1,2,6,4,2,1,,2,2,1,,1,1,1,6,37
382,1,,3,1,6,1,6,2,1,,1,2,,,1,,2,1,3,34
1933,2,1,1,2,4,1,6,5,1,0,1,,2,1,2,1,1,1,,70
975,1,,1,1,1,3,6,4,1,,0,2,,1,2,,1,3,7,65
1486,2,1,1,1,1,2,7,4,1,0,,1,1,1,,1,3,2,7,64
1671,2,,1,3,4,1,1,3,2,,1,1,,1,1,,1,,5,37
172,2,2,1,5,4,1,6,3,1,0,1,,1,2,2,1,3,1,,24
488,2,,2,5,2,1,2,5,2,,,2,,1,2,,3,,3,47
787,2,1,1,3,1,1,7,2,1,0,,1,1,1,,2,1,1,7,55
1786,1,,1,5,4,1,2,4,,,1,1,,1,2,,1,1,7,30
465,2,2,3,1,8,2,4,4,2,,,2,1,,,1,2,,4,38
213,1,2,2,5,1,3,1,4,2,1,,1,1,1,,1,2,2,6,30
705,2,2,1,1,4,1,1,5,2,0,1,,1,1,3,1,1,2,,54
1866,1,1,1,1,1,3,6,5,2,1,0,,2,1,2,1,3,2,,71
1570,2,2,1,5,4,1,1,3,2,0,,1,1,1,,1,2,2,1,25
1868,2,,1,5,11,2,3,4,1,,1,1,,1,1,,1,1,2,33
1274,2,2,1,1,1,3,1,5,1,0,,,2,1,,2,1,2,4,37
772,1,2,1,5,2,2,1,2,1,1,,1,2,1,,1,2,2,4,24
1316,1,2,1,5,4,3,2,4,2,0,1,,1,1,3,2,1,2,,26
1875,2,,1,1,1,1,1,3,2,,1,1,,1,1,,1,1,1,56
327,2,2,2,5,1,2,2,4,1,0,1,,1,1,3,3,1,1,,44
34,1,2,3,1,7,2,4,4,2,0,,2,,,,1,1,3,5,40
1097,2,2,1,1,2,1,,4,1,1,1,,1,1,2,1,2,2,,40
1289,2,1,2,3,1,3,2,5,1,1,,2,1,1,,2,1,1,5,59
215,2,,1,1,2,1,3,5,2,,1,2,,1,2,,2,2,3,65
1803,2,2,1,5,2,2,2,4,1,0,1,,1,1,3,1,1,2,,26
1264,1,,1,3,1,3,6,2,1,,0,1,,1,1,,2,1,4,46
160,1,,1,5,4,1,4,2,1,,1,2,,2,3,,3,2,1,31
1647,2,2,1,1,2,1,2,4,1,0,1,,2,1,2,1,2,1,,51
872,1,,1,5,4,2,1,2,1,,1,1,,1,2,,2,2,5,45
1957,1,,1,3,1,1,1,4,1,,1,2,,1,1,,1,1,2,42
1508,2,2,2,1,1,2,1,4,2,1,,1,1,1,,1,1,1,1,69
1496,1,2,1,5,4,1,3,4,1,0,1,,1,1,1,1,1,1,,34
186,2,,1,5,1,2,1,4,2,,0,2,,2,2,,2,,2,22
1227,1,1,3,1,2,1,4,3,1,1,,1,1,1,,2,2,3,1,39
694,2,,1,1,1,3,3,2,1,,0,2,,1,1,,1,2,4,67
328,1,2,1,5,1,2,6,4,1,1,,2,1,1,,1,1,1,6,25
682,1,1,2,1,1,3,3,4,1,1,,2,1,1,,3,1,1,4,64
1659,1,,1,5,1,3,7,4,1,,,2,,1,,,1,3,7,61
1273,2,2,1,2,2,3,1,2,2,0,1,,1,1,3,2,1,2,,
1016,2,2,1,5,2,1,3,2,2,0,1,,2,,1,2,2,2,,21
886,1,,1,5,1,1,7,2,1,,1,,,1,1,,2,2,7,32
1965,2,,1,1,4,1,1,5,2,,1,1,,1,3,,1,2,2,65
432,2,,1,1,1,1,1,4,1,,1,,,1,3,,1,,2,50
389,2,2,1,3,1,2,,4,2,0,1,,1,1,1,2,1,2,,78
296,1,2,2,5,1,1,4,2,2,1,1,,1,2,2,1,3,3,,25
852,1,,1,3,4,2,4,4,,,1,1,,1,3,,1,2,6,36
70,2,2,1,2,2,2,4,2,1,0,,1,2,1,,3,1,3,3,51
360,1,2,1,5,4,1,1,4,2,0,1,,1,1,,,1,1,,64
1718,2,1,3,1,1,3,6,2,1,1,,2,1,1,,1,1,2,4,79
1610,2,2,3,5,5,1,6,2,1,0,,2,1,2,,1,2,1,3,25
1266,1,2,1,1,1,2,6,4,1,,0,,1,1,2,2,2,3,,43
251,2,2,1,5,11,1,4,3,2,,0,,2,1,3,2,,1,,55
66,2,2,2,5,1,3,4,2,1,1,,1,1,,,1,1,1,1,21
232,2,,2,1,1,3,2,4,2,,0,2,,1,1,,2,2,1,26
1782,1,1,1,3,11,1,6,2,1,0,1,,2,2,3,1,1,2,,38
1941,2,2,1,3,2,1,2,2,2,0,,1,1,1,,1,1,1,1,44
1300,2,2,1,1,1,2,5,4,1,1,,2,1,1,,1,2,2,6,65
262,1,2,1,1,1,1,6,4,1,1,,1,1,,,1,2,1,4,55
759,1,,2,1,1,1,1,2,1,,1,1,,1,2,,2,1,3,44
1567,2,,3,1,4,1,4,2,1,,0,2,,,1,,2,3,2,21
121,1,,1,1,10,3,6,5,1,,1,1,,1,3,,1,2,7,71
1253,1,,1,1,1,2,7,4,2,,1,2,,1,2,,2,2,3,52
372,2,2,1,1,1,1,4,4,2,0,1,,1,1,2,2,1,2,,65
1169,1,1,1,1,1,3,2,4,1,1,,1,1,1,,3,1,1,2,62
26,2,2,1,1,10,2,2,4,1,,,2,1,1,,2,2,2,7,42
1971,2,2,3,5,2,3,1,2,2,1,,1,1,1,,1,3,2,1,53
45,1,2,1,1,3,1,6,4,1,0,,1,1,1,,2,1,2,6,44
827,1,1,1,5,2,1,1,2,1,1,1,,1,1,3,3,1,1,,26
595,1,2,1,1,2,2,1,3,1,1,1,,1,1,3,1,1,,,49
829,2,,2,1,11,3,1,3,2,,0,2,,1,2,,2,2,2,45
51,1,2,1,3,2,3,4,4,2,0,,1,1,1,,2,1,,3,57
91,2,2,3,1,1,3,1,5,2,1,0,,1,1,1,1,1,1,,54
1536,2,1,1,1,1,1,5,3,1,1,,2,1,1,,1,1,3,7,59
1958,2,1,1,1,4,1,,5,1,1,,2,2,1,,1,2,2,7,36
259,2,,1,1,2,2,5,4,1,,0,1,,1,2,,2,2,7,73
582,1,,1,5,4,1,3,4,2,,1,1,,1,3,,1,1,5,66
830,2,2,2,5,11,2,1,3,2,0,,1,1,1,,1,2,2,1,33
1475,1,1,1,3,1,1,7,2,1,1,1,,1,1,3,1,2,3,,65
910,2,2,1,3,2,3,2,2,2,0,,1,1,1,,1,1,1,2,35
18,2,,2,3,1,2,3,2,2,,1,1,,1,1,,1,3,1,47
297,1,1,1,1,1,1,5,5,1,1,,1,,1,,2,2,2,,81
472,2,,2,3,1,1,2,3,,,1,1,,1,2,,2,1,5,54
355,1,1,1,1,5,1,5,2,2,0,1,,1,1,1,1,2,1,,27
941,1,1,1,5,4,1,4,4,1,0,,1,2,1,,1,2,1,5,32
967,2,2,1,1,1,3,1,4,1,1,,2,2,1,,1,3,1,1,29
1639,2,1,1,5,4,1,2,2,2,0,,,1,,,2,1,2,2,19
331,2,1,1,5,4,1,6,4,1,0,1,,1,1,3,2,2,,,28
671,1,2,2,1,1,3,3,2,2,0,,2,1,2,,2,2,2,3,36
1759,2,1,1,1,1,3,6,2,1,1,,2,2,1,,1,2,2,7,36
112,1,1,2,1,1,1,1,4,1,0,,1,1,1,,1,2,2,1,71
805,1,,3,1,4,1,4,5,2,,0,1,,2,2,,2,2,3,60
1240,2,1,1,1,1,2,6,5,2,1,0,,1,1,2,1,1,2,,70
1963,1,1,3,2,1,2,2,2,2,1,0,,1,2,1,1,1,2,,50
744,1,1,1,1,1,2,7,2,1,1,1,,1,1,2,3,1,1,,41
1413,2,1,1,1,1,3,7,4,1,0,1,,1,1,2,1,2,2,,41
690,1,2,1,5,2,1,3,2,1,0,,2,1,2,,2,2,1,4,23
1351,2,,1,1,1,3,6,4,1,,0,2,,1,,,1,1,3,42
994,2,,1,5,4,1,2,4,1,,1,1,,2,1,,1,2,1,45
384,2,2,1,2,1,1,4,2,2,0,1,,1,2,1,3,2,2,,64
679,2,2,1,3,1,1,2,5,1,0,1,,1,1,3,1,2,2,,45
1511,2,2,1,3,4,1,3,5,2,0,1,,1,1,3,1,1,1,,66
204,2,1,1,1,2,1,6,4,1,0,,2,2,1,,1,3,1,6,25
851,2,1,1,5,4,2,5,4,1,0,,1,2,1,,1,2,2,6,22
1841,1,,1,5,4,1,3,4,2,,1,1,,1,1,,1,2,3,29
126,2,2,1,1,1,3,1,4,2,1,,2,1,1,,3,1,1,1,36
381,1,,3,5,4,1,2,4,2,,1,1,,1,2,,2,2,5,25
1646,2,2,1,5,4,1,2,2,1,0,1,,1,,2,1,2,1,,19
48,1,,1,1,3,1,4,5,1,,1,1,,1,3,,1,2,6,68
440,2,1,1,2,1,2,3,2,2,0,,2,2,1,,1,2,1,4,72
722,1,1,2,4,2,2,4,2,1,0,,1,1,2,,2,1,3,1,65
443,1,,2,1,1,2,2,2,2,,0,1,,1,2,,2,3,2,34
1419,1,,1,5,4,1,3,2,1,,1,1,,1,1,,2,1,3,33
501,1,,1,1,2,3,7,5,1,,0,2,,1,2,,2,2,7,75
669,1,2,1,3,1,2,7,4,1,0,,1,1,1,,1,1,1,6,51
1197,2,3,1,3,1,3,6,2,2,1,0,,1,2,2,1,2,2,,41
185,2,,2,1,1,3,2,4,1,,0,,,1,2,,1,1,3,34
386,2,2,1,1,4,1,3,4,2,0,0,,2,1,3,2,1,1,,43
1887,2,,2,2,2,3,1,5,2,,1,2,,1,1,,3,3,2,66
836,2,,1,5,2,1,2,2,1,,0,2,,,1,,3,2,4,19
1870,2,1,1,1,1,3,3,3,1,1,,1,2,1,,2,2,2,2,44
1018,2,,1,5,4,1,1,4,2,,1,1,,1,3,,1,2,2,34
1064,1,1,1,1,11,3,5,3,1,1,0,,1,1,2,1,2,3,,63
33,1,,1,1,4,1,1,5,2,,1,,,1,3,,2,1,1,73
574,1,2,1,1,2,2,6,4,1,0,,,1,1,,1,2,2,7,34
23,1,,1,1,1,3,4,3,1,,1,1,,2,3,,1,2,6,54
984,2,2,1,1,1,1,7,2,2,1,,1,1,1,,1,2,2,6,55
734,2,,1,3,1,1,2,5,1,,1,2,,1,1,,2,1,2,28
304,1,2,1,1,2,2,3,4,,0,,1,1,1,,1,1,2,3,39
1960,1,2,1,1,1,1,1,4,1,0,,1,1,1,,2,1,1,1,63
1478,1,,1,5,4,1,1,4,2,,1,1,,1,3,,1,2,2,27
540,2,1,1,1,1,2,6,5,1,0,1,,1,1,3,1,2,3,,45
1021,2,2,1,5,4,1,3,4,2,0,1,,1,1,3,1,2,1,,28
1894,1,2,2,5,4,2,1,2,,1,,2,1,1,,1,,,1,23
1386,1,,2,5,1,2,1,3,2,,1,1,,,1,,2,2,7,31
44,2,2,1,3,2,3,3,4,2,0,,2,1,1,,1,2,2,5,57
1047,1,1,1,5,4,1,4,3,1,,1,,2,1,,2,1,1,,33
815,2,,1,1,1,3,7,4,1,,1,2,,1,3,,2,1,3,45
239,1,2,3,1,2,3,2,2,1,0,,2,1,1,,1,1,1,1,61
611,2,,1,2,2,1,3,5,1,,1,2,,1,1,,1,2,7,78
1069,2,2,2,5,1,3,1,3,1,1,0,,1,1,1,1,3,1,,37
1297,1,2,1,1,1,1,4,4,2,1,,2,1,1,,1,1,3,6,54
1078,2,2,1,1,2,3,6,5,1,0,,1,2,1,,1,1,1,6,31
