ID,sex,owngun,race,marital,relig,attend3,partyid,degree,cappun,homosex2,premarsx2,grass,gunlaw,vote08,divlaw,getahead,natroad,natsci,eqwlth,age
493,2,,1,5,5,1,3,2,1,,1,2,,2,1,,2,2,4,22
352,2,2,1,3,6,3,3,5,2,0,,1,1,1,,2,1,,1,55
545,2,1,2,5,1,2,3,4,1,1,,1,1,1,,2,2,2,4,58
1668,2,,1,2,4,2,4,4,2,,1,1,,1,1,,3,3,2,62
29,2,,2,2,2,3,1,4,1,,,1,,1,1,,1,1,4,81
954,2,,3,3,11,3,7,5,1,,0,2,,1,2,,3,3,5,41
947,1,1,2,1,2,2,5,4,1,0,1,,1,1,2,1,1,1,,44
531,1,1,3,5,11,3,2,4,1,1,,1,1,1,,1,2,1,4,31
1848,1,1,1,5,4,1,2,2,1,1,,1,2,1,,2,1,1,1,26
1392,1,,1,1,4,1,6,2,2,,1,2,,2,2,,1,1,2,57
107,2,2,1,1,3,1,1,5,2,0,,,1,1,,1,1,1,2,47
289,2,2,2,1,1,3,4,3,,0,,2,1,1,,1,2,3,5,45
319,1,2,2,1,1,3,1,2,2,1,,2,1,1,,2,2,2,3,31
272,2,2,1,3,1,3,5,2,2,1,1,,1,1,2,3,1,2,,68
351,2,2,1,3,2,2,1,2,1,0,1,,1,1,3,1,2,2,,41
1017,2,2,1,3,1,1,4,5,1,0,1,,1,1,1,1,2,1,,34
1123,1,,3,1,1,3,6,5,1,,1,2,,,2,,2,3,3,32
253,1,2,2,5,1,2,2,2,1,1,1,,1,1,1,1,1,2,,62
314,1,2,1,1,4,1,3,5,1,0,1,,1,1,1,2,1,1,,55
1258,2,,2,1,1,2,2,5,1,,1,1,,1,1,,2,1,2,41
189,1,2,3,1,2,3,6,4,1,0,,2,2,1,,1,1,2,5,39
1362,1,,1,5,6,1,2,4,2,,1,2,,2,1,,2,2,2,25
655,2,,1,1,1,2,6,4,1,,1,2,,1,1,,2,2,2,45
227,1,1,2,1,4,1,1,5,1,1,1,,1,1,3,1,1,2,,64
111,2,2,2,1,1,2,1,2,1,0,,1,1,1,,2,1,1,3,46
1728,2,2,1,1,1,2,7,3,1,1,0,,2,1,2,1,1,2,,32
616,2,1,1,1,1,2,2,4,1,0,1,,1,1,2,1,3,2,,35
823,2,2,2,3,1,2,2,3,1,1,,2,1,1,,1,3,1,3,64
1575,2,,1,1,1,1,7,2,1,,1,2,,1,1,,2,1,7,65
1710,2,2,1,5,2,2,4,2,1,0,,1,1,2,,1,3,2,4,24
1729,2,2,1,1,11,2,3,5,1,0,,2,1,1,,1,2,2,3,39
1653,2,1,1,1,1,3,2,5,1,0,0,,2,1,3,1,1,1,,65
71,1,2,3,5,4,1,2,4,1,0,1,,1,2,2,2,2,1,,28
118,2,,1,1,4,1,7,5,1,,1,2,,1,1,,1,1,6,40
1275,2,2,2,1,1,3,2,5,2,1,,2,1,1,,2,2,1,7,47
333,2,2,1,1,2,2,3,5,2,0,,1,1,1,,3,2,2,1,48
310,2,1,2,3,1,3,1,4,1,1,,1,1,1,,2,1,2,3,53
1573,2,2,1,1,2,1,6,2,2,1,,2,1,,,1,1,2,1,26
282,1,2,1,4,1,1,4,5,,,1,,1,1,1,2,1,1,,49
892,2,2,2,5,4,3,4,2,1,1,,2,1,2,,1,3,2,5,30
1159,2,,2,5,1,2,4,3,1,,1,2,,2,3,,3,1,1,27
208,2,3,1,5,1,2,5,5,2,1,,2,2,1,,1,3,3,6,62
1955,1,,1,2,1,1,5,3,1,,1,,,1,2,,1,2,5,74
166,2,2,3,5,3,1,3,2,1,0,1,,1,,3,1,3,1,,18
1724,2,1,1,5,2,1,1,5,2,0,1,,1,1,3,3,1,1,,74
754,2,,1,1,11,3,7,4,1,,0,2,,1,2,,,1,7,56
1150,2,,3,1,7,2,1,5,2,,0,2,,,2,,2,2,1,30
1953,2,,1,3,11,2,4,3,1,,1,2,,1,,,3,3,2,62
1333,1,,1,3,4,1,3,5,1,,1,1,,1,1,,1,1,1,74
86,2,2,1,1,1,1,1,5,2,1,,2,1,,,1,1,2,3,30
894,2,2,1,1,2,2,6,2,1,0,,1,1,1,,1,1,2,7,48
1357,1,,1,1,2,3,1,4,2,,0,2,,1,2,,2,2,6,51
897,1,,1,1,11,1,3,2,1,,0,1,,2,2,,2,1,5,37
264,1,2,1,1,1,3,,4,1,0,1,,1,1,2,2,1,1,,43
275,2,2,1,1,1,3,,4,,1,,2,,2,,1,1,1,,74
1395,1,2,1,1,2,2,2,4,1,0,0,,1,1,3,1,1,1,,41
1972,1,1,1,1,2,3,5,2,1,1,1,,2,1,1,1,2,2,,48
697,1,,1,1,,1,5,2,1,,0,1,,1,2,,3,1,7,42
427,2,,1,1,1,2,7,2,1,,0,1,,,2,,1,2,5,70
603,2,2,1,1,4,1,4,2,2,0,,2,1,,,2,1,,3,35
1462,1,2,1,1,1,1,7,2,1,1,,2,1,1,,1,2,1,2,42
1434,1,2,1,1,1,3,5,4,1,,,1,1,1,,1,1,2,5,45
1030,2,2,1,5,2,1,2,4,,1,,1,1,1,,2,1,3,1,61
1513,2,1,1,3,1,1,7,3,1,1,0,,2,2,3,3,3,3,,45
1645,2,,1,5,4,1,2,3,2,,0,1,,1,3,,2,2,2,23
1908,2,2,2,5,1,2,1,2,2,0,,2,1,1,,1,2,1,1,52
1543,1,2,2,1,1,3,4,4,1,1,0,,1,2,2,1,2,3,,51
388,2,2,1,5,2,1,2,2,2,0,,2,1,1,,1,1,1,3,25
1402,2,1,1,5,4,1,4,5,2,0,,1,2,1,,1,1,2,3,46
1359,1,1,1,1,2,3,1,2,2,1,1,,1,1,2,2,2,2,,70
604,1,2,3,5,2,1,1,2,2,0,0,,2,1,1,1,2,2,,24
539,2,1,1,1,1,2,6,3,,1,,1,2,1,,1,2,2,7,30
1361,2,2,1,5,2,3,4,2,1,0,,1,2,1,,1,1,,3,25
1783,1,2,1,1,11,3,,4,1,1,0,,2,1,2,1,2,3,,39
597,1,,1,5,4,1,1,4,1,,1,1,,1,2,,1,1,2,56
801,2,,1,1,4,1,6,2,1,,1,2,,1,2,,3,3,4,45
234,2,2,2,5,1,2,1,2,2,1,,2,1,1,,2,2,2,5,61
1706,1,,1,1,1,3,7,5,1,,0,2,,1,2,,2,2,7,50
84,2,2,3,3,4,1,1,5,1,0,,2,1,1,,1,2,1,3,49
161,2,2,3,1,9,1,4,4,1,1,,2,1,,,1,2,,4,29
1604,1,2,1,1,4,1,3,5,2,1,0,,2,1,1,1,3,1,,48
1622,2,1,1,1,4,1,6,4,1,0,1,,1,1,2,1,2,3,,36
1301,2,,1,1,1,3,7,4,1,,0,2,,1,2,,1,,5,33
1111,1,1,1,1,1,1,6,4,1,0,1,,1,2,2,1,1,1,,62
1195,1,2,2,5,1,2,1,4,,0,1,,,1,,1,2,2,,28
1220,1,1,1,5,4,2,7,4,1,,0,,,1,3,1,2,2,,31
797,1,2,3,1,11,3,7,3,1,,1,,1,1,3,2,1,1,,51
961,1,,1,5,4,1,,4,2,,1,1,,1,1,,2,3,7,38
294,1,,2,3,1,2,1,2,2,,1,2,,1,1,,1,1,1,64
750,2,1,1,5,1,2,2,4,1,0,,2,2,,,1,2,3,7,54
1050,2,2,2,5,1,2,4,2,2,0,1,,1,2,2,1,2,,,59
1230,1,,1,1,1,3,1,4,1,,0,2,,1,2,,1,1,5,63
1231,1,2,2,5,1,1,2,2,,1,,,2,1,,1,3,2,2,31
1062,1,1,1,1,2,1,5,2,1,,0,,1,1,,1,1,,,57
64,2,2,2,5,2,3,2,4,2,0,,,1,1,,1,2,2,3,45
1181,2,,1,1,1,2,7,2,1,,1,1,,1,3,,2,1,7,52
799,2,2,1,2,2,3,1,4,1,0,,1,1,1,,1,1,2,1,81
1349,2,2,1,2,2,3,4,2,1,1,0,,1,1,2,2,3,2,,80
394,1,2,1,1,4,1,4,3,,0,,,1,1,3,2,2,2,,41
1129,2,,1,2,1,3,7,3,,,0,2,,2,1,,2,3,1,72
1858,1,,1,1,1,3,7,4,1,,0,2,,1,3,,1,1,6,78
56,2,2,3,1,5,1,4,5,2,,0,,1,,1,1,2,3,,51
1558,1,2,1,1,1,3,6,5,1,1,,,2,1,,1,2,2,4,58
1489,2,2,1,1,4,1,4,2,1,0,,1,1,,,1,1,2,1,21
1278,2,,2,2,1,3,1,2,,,1,2,,1,,,1,,3,71
401,1,2,1,1,1,3,6,4,,1,0,,1,1,2,2,1,2,,35
110,1,,1,5,2,1,2,4,1,,0,1,,1,2,,2,1,3,43
1131,1,,1,2,1,3,,5,2,,0,2,,1,3,,1,2,4,89
487,2,,1,2,4,1,1,2,,,0,1,,1,1,,2,2,3,64
1315,2,,1,2,1,1,6,4,1,,1,1,,1,2,,2,2,5,87
1964,2,2,1,5,4,1,4,2,,0,1,,1,2,3,1,2,,,23
144,2,2,3,2,11,3,6,3,2,1,,2,1,1,,1,2,,3,67
1347,2,,1,1,1,3,7,2,1,,0,2,,1,2,,1,2,7,76
12,2,,2,5,1,1,2,4,2,,1,1,,2,1,,1,2,1,36
765,2,3,1,1,1,1,6,2,1,,1,,1,1,2,1,2,1,,75
615,1,,3,1,2,3,1,2,1,,0,,,2,2,,2,2,4,66
1405,1,,1,3,4,1,7,3,1,,1,1,,1,1,,1,1,7,34
468,1,,3,5,7,1,3,5,2,,0,2,,2,,,1,2,7,29
367,2,,1,3,4,1,3,3,,,0,1,,1,3,,3,1,5,34
1004,1,,1,5,4,1,3,2,1,,1,2,,1,3,,1,2,3,57
1327,1,,1,3,2,2,6,2,1,,0,1,,1,3,,2,1,7,57
1552,1,1,1,1,1,3,6,4,1,1,,2,1,1,,2,1,2,7,55
629,1,1,1,5,5,1,4,4,2,0,,1,2,1,,2,,1,4,49
292,2,2,2,1,1,3,4,5,,1,,2,1,1,,2,1,2,1,43
1576,1,2,3,4,4,1,5,2,1,0,,1,1,1,,1,1,2,2,35
627,1,,1,5,4,1,3,4,2,,1,1,,1,1,,1,1,2,28
725,1,2,1,5,4,1,3,2,2,0,,1,1,1,,1,1,1,2,38
343,2,2,1,1,2,3,1,5,1,0,1,,1,1,3,2,1,1,,45
1531,2,,1,2,1,3,5,3,1,,0,2,,1,2,,3,2,7,89
1307,1,1,2,1,1,3,1,2,2,0,,2,1,1,,1,1,1,1,60
1332,1,1,1,1,2,2,6,4,1,1,,2,2,1,,2,1,1,7,44
1959,2,2,1,1,1,1,2,5,2,0,1,,1,1,2,1,1,,,50
169,1,,3,5,2,2,6,4,2,,,2,,1,3,,2,1,3,24
42,2,,1,3,4,1,2,2,2,,1,2,,1,3,,1,1,3,69
1031,2,2,2,1,1,2,2,4,1,0,1,,1,2,3,1,2,2,,31
867,1,2,1,1,1,3,7,4,1,1,0,,2,2,3,1,2,3,,31
602,1,,1,1,2,3,4,5,2,,0,2,,1,2,,1,1,6,37
1737,2,,1,2,1,3,7,2,1,,0,2,,1,2,,2,2,7,75
105,1,,1,5,4,1,1,2,,,0,,,1,,,1,1,1,24
1735,2,,1,3,1,2,2,2,1,,0,2,,2,1,,2,2,1,52
102,2,2,1,5,1,2,1,4,,0,0,,1,1,1,2,1,1,,75
316,1,1,1,1,1,3,6,5,1,1,0,,2,1,3,1,1,1,,77
1024,1,2,1,4,1,3,3,5,2,0,,1,1,1,,2,1,1,4,62
338,1,1,1,1,1,2,,3,1,0,1,,1,1,,1,1,1,,41
1555,2,1,1,5,2,1,4,2,1,0,1,,2,,1,1,1,2,,20
1703,2,2,1,1,2,1,4,2,1,0,,2,1,2,,1,3,2,1,31
65,1,2,2,1,1,3,1,4,2,1,1,,1,1,1,1,2,2,,35
1940,2,,1,1,1,1,4,3,1,,1,1,,2,1,,2,2,3,32
326,2,2,1,5,4,1,1,2,2,0,,1,1,1,,1,2,2,3,33
1651,2,,1,5,4,1,2,2,1,,1,1,,2,1,,2,2,1,23
182,1,2,1,3,2,2,6,2,1,1,,2,1,1,,3,2,3,7,40
398,2,1,2,1,11,2,2,2,2,0,1,,1,1,2,1,1,1,,36
847,2,,1,5,4,1,2,2,1,,1,2,,1,1,,,2,2,23
1739,1,1,1,3,1,2,6,2,1,0,0,,1,2,2,1,1,1,,46
92,2,2,2,5,4,1,1,4,2,0,1,,1,2,3,1,1,2,,34
1366,2,2,1,2,4,1,1,5,2,0,,1,1,1,,2,1,2,7,88
745,2,,1,1,2,3,6,4,2,,0,2,,1,2,,2,2,7,30
1666,2,,1,5,4,1,2,2,1,,1,1,,1,2,,1,1,1,38
174,2,2,1,5,1,2,6,2,1,0,1,,1,1,3,1,2,1,,22
698,2,,1,5,4,1,2,3,1,,1,2,,2,1,,2,1,5,35
323,2,1,1,1,1,3,2,4,2,0,1,,1,,2,1,1,2,,38
970,2,2,1,5,4,1,3,2,2,0,,2,1,2,,3,2,3,4,26
855,1,,1,5,1,1,5,2,1,,0,1,,2,1,,1,2,5,46
624,2,2,1,3,4,1,2,2,1,0,,1,2,1,,2,1,2,1,67
340,2,,1,1,2,2,3,4,2,,1,2,,1,3,,1,1,5,46
1390,2,1,1,3,1,1,6,2,2,1,1,,1,1,1,1,3,1,,40
1173,2,2,1,1,2,3,7,4,2,1,,,1,1,,1,1,2,5,83
1320,1,,3,1,1,3,5,5,1,,0,2,,1,3,,1,2,2,68
593,1,1,1,1,1,2,3,3,1,1,1,,1,1,2,1,1,2,,58
1041,2,2,1,1,3,1,1,4,2,0,,,1,1,,1,2,,5,41
821,1,1,1,1,1,3,5,4,1,1,0,,2,1,3,1,1,3,,44
1036,2,1,1,1,1,3,4,5,2,1,,2,1,2,,2,1,2,4,39
599,2,,1,1,4,1,3,4,,,1,,,1,2,,1,2,4,35
1714,1,3,1,1,4,1,7,3,1,0,,1,2,1,,1,2,2,7,48
244,1,2,1,1,1,2,6,5,1,0,0,,,1,1,2,,1,,34
906,1,1,1,1,1,2,3,2,1,1,1,,2,1,3,1,2,1,,48
776,1,2,1,1,2,3,2,4,1,1,,2,2,,,1,2,,4,50
1771,1,1,1,1,2,2,7,3,1,0,,,2,1,,2,2,1,7,70
399,2,,1,2,2,3,4,2,2,,0,2,,1,3,,2,,4,87
1549,1,1,1,3,4,2,6,2,1,0,1,,2,2,3,1,2,2,,26
1723,2,2,1,1,1,2,1,5,2,0,1,,1,1,2,3,1,1,,52
30,2,2,1,4,11,3,6,2,,1,0,,1,1,2,1,1,2,,44
1191,2,,1,3,,1,6,2,1,,1,1,,2,1,,3,1,7,41
1574,1,,1,1,1,3,,5,1,,0,2,,2,2,,1,2,5,71
1279,2,1,2,1,1,3,1,5,2,1,,1,1,1,,3,1,1,1,59
1463,1,2,1,3,1,2,4,2,1,1,0,,1,1,1,2,1,2,,49
348,1,,1,1,2,1,6,4,1,,1,2,,1,1,,2,1,7,37
987,1,,1,5,1,3,6,5,,,0,2,,1,3,,2,1,7,35
380,1,2,1,5,4,1,3,4,2,0,,,1,1,,2,1,1,,48
1410,2,,1,3,11,3,4,3,1,,0,2,,1,3,,1,2,1,57
1022,2,,1,2,1,1,1,2,1,,1,2,,1,2,,1,1,1,78
1725,1,2,1,1,2,2,6,4,1,1,,2,1,1,,1,1,,7,33
1130,1,1,1,1,2,1,7,3,1,0,,2,2,1,,2,2,3,7,66
7,2,,1,1,11,2,4,3,1,,1,1,,2,2,,1,2,2,35
695,2,,1,1,1,3,6,2,1,,0,2,,1,2,,2,2,3,27
1672,1,2,1,1,4,1,2,3,2,0,1,,1,1,1,1,2,1,,39
932,2,1,1,1,2,1,5,2,1,0,1,,1,1,2,1,3,1,,49
960,2,2,1,5,2,1,1,3,,,,,1,1,2,1,3,,,65
1674,1,,1,5,1,1,2,3,1,,0,2,,2,1,,1,2,1,55
265,2,,1,2,1,2,7,4,1,,0,1,,1,2,,1,2,6,68
1331,1,2,1,3,2,1,4,2,1,0,1,,2,2,2,1,2,2,,41
1090,2,2,1,4,1,2,4,3,1,0,,1,1,1,,2,2,2,4,52
439,2,3,1,1,1,3,7,4,1,1,,2,2,1,,1,2,2,1,71
1449,1,1,1,1,1,3,7,4,1,1,,2,1,1,,1,2,3,7,61
203,1,,1,3,4,1,1,4,1,,1,2,,1,2,,1,1,7,39
590,1,1,2,1,4,1,3,2,1,0,,1,1,1,,3,1,1,1,81
926,1,2,2,5,11,1,1,2,1,0,,2,1,1,,1,2,2,1,25
784,1,2,1,1,2,1,5,4,1,0,,1,1,1,,2,2,1,4,32
1432,1,2,1,3,2,1,6,3,1,1,,2,1,1,,1,2,1,7,45
623,2,,1,1,2,1,4,3,1,,1,1,,1,2,,2,3,1,48
803,1,1,1,2,1,1,4,2,,1,,1,1,1,,1,3,1,4,79
585,1,2,3,1,9,1,3,5,2,0,,1,1,2,,1,1,1,1,42
412,2,1,1,1,4,1,2,5,,0,1,,2,1,1,1,,,,51
1590,1,1,1,5,1,1,1,5,2,1,0,,2,1,,1,1,2,,63
1235,2,2,1,3,11,3,2,3,2,1,,2,1,1,,1,,1,7,52
1455,2,2,1,5,2,1,1,2,2,0,,2,1,,,1,2,2,3,21
1907,1,,1,1,1,3,5,4,1,,,2,,1,2,,2,2,5,56
1397,1,2,1,5,2,1,6,2,1,1,,1,1,,,1,1,1,3,21
822,2,,1,3,2,1,2,3,2,,1,2,,2,3,,1,,5,42
140,1,2,3,3,4,1,1,4,1,0,1,,1,1,2,3,1,1,,60
463,1,2,1,1,4,1,1,5,2,0,,1,1,1,,2,1,1,2,36
97,1,2,1,1,3,2,1,4,1,,,,1,1,,2,1,2,4,54
596,2,2,2,1,3,2,1,3,1,0,1,,1,1,2,1,1,2,,42
1942,1,,1,3,1,3,3,2,1,,0,1,,1,2,,1,2,1,66
1579,1,1,1,1,1,3,5,4,1,1,0,,1,1,2,3,1,1,,37
231,1,2,1,1,2,1,3,2,1,0,1,,1,2,1,1,2,2,,42
1546,2,,1,5,2,3,4,2,2,,,2,,,,,2,,4,20
1860,1,,1,1,1,2,1,2,1,,0,2,,1,2,,1,2,3,62
1625,2,1,1,2,1,3,4,2,,,,,1,2,3,2,2,,,65
344,2,,1,5,2,1,3,2,1,,1,2,,2,1,,2,2,1,38
1344,2,1,1,3,1,1,7,2,2,1,0,,2,1,1,2,1,2,,47
1170,1,,1,5,4,1,,2,1,,1,1,,1,1,,1,1,2,31
127,1,2,1,1,2,1,1,5,2,0,1,,1,1,3,1,2,2,,53
1657,1,2,2,4,1,3,1,2,1,1,1,,1,1,,2,3,3,,56
428,2,1,1,1,1,2,6,4,2,1,0,,1,,1,1,2,1,,58
347,2,2,1,1,4,1,1,5,2,0,1,,1,,1,2,2,2,,48
417,2,2,1,1,1,3,6,4,1,1,0,,1,1,3,1,1,3,,62
1473,2,,3,3,12,1,1,3,1,,0,,,1,1,,1,1,1,46
1337,2,,1,1,12,2,3,2,1,,1,1,,,3,,2,1,1,28
1835,2,1,1,1,2,1,4,2,1,0,,2,1,1,,1,1,2,5,33
1353,2,,1,1,1,3,6,4,1,,0,2,,1,2,,2,3,6,55
791,2,2,1,1,5,1,2,3,1,0,,1,1,1,,2,2,2,3,27
1339,2,2,1,1,1,3,1,4,1,1,0,,1,1,2,1,1,2,,66
422,2,,1,5,11,2,6,5,1,,0,1,,1,3,,2,1,5,51
1098,1,,1,3,4,1,1,5,2,,1,1,,1,1,,1,1,3,67
569,2,2,1,1,2,1,2,3,2,0,,,1,,,1,2,2,3,64
613,2,2,1,5,1,1,1,5,2,0,,1,1,1,,1,1,2,1,50
75,1,,1,1,4,2,4,4,1,,1,1,,1,3,,1,1,7,46
1717,2,,1,1,1,3,6,3,1,,1,1,,1,2,,1,1,1,65
802,1,1,1,1,1,1,6,2,1,0,1,,2,1,2,1,1,2,,61
621,2,2,2,3,1,3,1,3,1,0,,1,1,2,,1,3,3,2,32
1012,2,1,1,1,2,1,4,2,,0,,1,1,2,,2,2,2,1,43
270,1,,1,1,2,1,7,4,1,,1,1,,1,3,,3,2,6,55
1136,2,1,2,1,1,3,1,3,2,1,,2,1,1,,1,2,2,4,69
1585,1,,3,1,4,1,5,5,1,,0,2,,,2,,2,2,3,37
1632,2,2,1,3,11,1,2,2,1,0,1,,1,1,1,3,2,2,,69
1352,2,1,1,1,1,1,2,5,2,0,,1,1,1,,2,2,2,3,59
1215,2,,2,5,1,2,3,2,1,,1,2,,1,1,,1,3,4,37
1601,2,,3,5,2,1,2,2,,,1,1,,1,1,,2,1,4,30
1005,1,1,3,5,2,1,6,4,1,0,,1,2,2,,3,1,2,3,24
1287,1,1,2,5,1,3,1,2,1,1,0,,1,1,1,2,3,2,,45
1583,2,2,1,3,11,1,6,2,1,0,1,,1,1,3,1,2,1,,36
1242,1,1,1,2,1,3,7,4,1,1,0,,2,1,,2,,2,,84
780,1,1,1,1,1,1,7,4,1,0,,1,1,1,,2,1,1,6,61
1755,2,2,2,3,1,2,1,2,,1,0,,1,1,1,1,2,2,,54
1704,1,2,1,1,4,1,7,2,1,0,1,,1,1,1,1,3,2,,24
644,1,1,1,1,4,2,2,2,1,1,0,,2,1,2,3,1,2,,42
16,2,2,2,5,1,2,6,2,2,0,,2,1,1,,1,2,2,1,35
1556,1,,2,5,4,1,3,3,,,1,1,,1,2,,1,2,1,37
83,1,2,1,1,4,1,1,5,1,0,1,,1,1,1,1,1,1,,44
100,2,2,1,5,2,2,2,2,2,0,1,,1,1,,3,2,2,,23
1730,2,,2,3,9,2,2,4,1,,0,2,,1,2,,1,2,2,39
515,2,1,1,1,1,2,6,2,1,1,0,,1,1,2,1,1,1,,40
1409,1,1,1,1,1,1,3,2,2,1,1,,2,1,3,1,1,2,,59
839,1,,1,3,1,1,5,2,1,,1,1,,2,1,,1,1,3,63
649,2,1,1,1,11,3,1,3,1,0,,2,1,1,,1,2,2,1,33
717,1,,1,3,2,3,2,2,2,,0,2,,1,2,,1,2,2,57
1058,2,1,1,1,4,3,2,5,1,1,,2,2,1,,1,1,,1,28
1797,2,,1,1,4,1,4,2,1,,1,1,,1,2,,1,2,1,33
1832,2,2,1,3,1,3,7,4,,1,,2,1,1,,1,2,2,3,61
103,2,2,1,3,2,1,4,5,1,0,,2,1,2,,2,2,1,3,
1750,2,2,2,5,1,2,2,2,1,0,1,,1,1,2,3,1,3,,43
572,2,2,1,3,1,2,2,4,1,0,1,,1,1,3,3,2,1,,43
1210,1,2,1,1,2,2,6,2,1,0,1,,1,1,3,3,1,1,,60
149,2,2,1,5,2,3,1,3,2,0,,1,1,1,,1,2,2,4,27
735,2,1,1,1,1,2,4,2,2,1,1,,1,1,1,1,2,2,,45
909,2,,1,5,4,1,4,2,1,,1,1,,2,1,,1,1,4,27
1772,2,2,1,1,1,3,6,2,1,1,0,,1,2,3,1,3,1,,32
708,1,2,1,1,4,1,1,2,1,0,1,,1,1,2,1,2,2,,28
266,1,2,1,1,1,2,7,4,2,1,,2,1,1,,1,1,1,7,71
429,1,1,1,3,1,2,7,4,1,1,,1,2,1,,1,2,3,7,63
598,2,2,1,1,2,3,2,5,2,0,1,,1,1,3,3,1,2,,40
142,2,,2,5,11,1,2,2,1,,1,2,,1,1,,3,3,4,39
196,2,1,2,1,1,3,2,2,1,1,1,,1,1,2,1,3,1,,25
480,1,2,1,3,1,2,6,2,1,1,,1,1,2,,1,1,1,1,55
332,1,,1,5,2,1,2,4,,,1,1,,1,2,,2,1,3,22
431,2,,1,2,1,3,7,2,1,,0,2,,1,2,,1,1,7,87
600,2,2,1,1,2,2,3,5,1,0,1,,1,1,3,1,2,1,,36
1039,1,2,1,5,4,1,2,5,2,0,,1,1,1,,2,2,1,2,70
385,1,,1,2,3,2,2,5,2,,0,1,,1,3,,1,1,3,82
977,1,,1,1,4,1,3,4,2,,1,1,,1,1,,1,1,2,40
305,1,2,1,5,4,1,2,4,2,0,1,,1,1,3,3,2,1,,25
175,1,,1,5,2,1,5,3,1,,1,1,,1,2,,2,2,5,24
1809,2,2,3,1,12,3,1,2,2,1,,1,1,1,,1,2,2,4,49
1209,2,1,1,1,1,1,6,3,1,0,,,1,1,,1,2,1,5,60
96,2,2,3,1,2,3,2,2,2,0,,2,2,2,,1,2,,1,
1814,2,2,3,5,1,1,1,2,1,0,1,,1,1,1,1,1,1,,32
378,2,2,1,1,4,1,2,4,2,0,,1,1,1,,1,2,1,2,61
516,2,3,1,1,1,1,,4,1,0,,1,2,1,,1,2,2,7,50
1935,2,1,1,5,1,2,2,3,1,1,,2,1,,,1,2,2,4,21
1364,2,2,1,3,1,3,2,2,,1,0,,1,1,2,2,1,1,,68
618,1,,3,1,4,1,3,2,2,,1,1,,1,1,,1,,1,88
409,2,2,2,1,1,2,1,5,2,1,1,,1,1,2,1,1,1,,69
62,1,,2,2,1,3,1,5,1,,0,2,,1,1,,2,2,4,71
610,2,2,1,3,2,2,7,4,1,0,1,,1,1,3,1,1,3,,46
778,1,2,2,1,4,2,1,2,2,0,1,,1,1,1,2,1,1,,56
1613,2,,1,1,2,2,1,2,2,,1,2,,1,1,,3,2,4,30
184,1,1,1,3,8,1,4,2,1,0,,,1,1,,1,1,2,5,52
1368,2,2,1,5,2,3,6,3,1,1,0,,2,1,2,2,3,3,,28
1861,2,1,1,1,1,3,,3,1,1,,,1,1,,1,1,1,5,65
1794,2,2,2,3,11,3,2,4,1,1,0,,1,1,1,1,3,3,,41
194,2,,1,5,4,1,4,4,2,,1,2,,2,3,,3,2,5,42
1163,2,2,2,3,1,3,3,3,2,1,,2,1,1,,3,1,1,1,73
446,1,,1,1,1,1,7,2,1,,1,2,,1,2,,1,1,7,34
1458,1,1,1,1,2,3,1,4,2,0,1,,1,1,2,3,1,2,,51
1847,1,1,1,3,1,3,5,4,1,1,,1,2,1,,1,2,2,7,47
865,2,,2,3,1,3,1,5,,,1,1,,1,1,,1,1,5,55
1833,1,,1,1,1,3,2,5,2,,0,2,,1,3,,3,1,2,79
814,1,,1,1,1,3,7,2,1,,0,2,,1,3,,2,2,1,78
703,1,1,1,5,4,1,4,5,2,1,1,,2,2,3,1,1,1,,40
